Response_ID,Progress,duration,participant_gender_category,participant_gender_category_other,participant_age,participant_language,participant_language_other,participant_education,participant_gender_scale,participant_political_scale,participant_optimism_scale,participant_location_scale,Device,survey_version,timing_gender,timing_valence,timing_political,timing_location,timing_age,version,participant_sample
R_24bWhGRxUrIKnf3,100,1524,female,NA,25,Czech,NA,university,1,-3,0,1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2dAzJ10tiAW77Bc,100,3265,female,NA,23,Czech,NA,university,2,-2,1,-1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1pyhmxVJJlHUPzz,100,2708,female,NA,19,Czech,NA,high school,2,1,-1,3,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_28TzTi0cqwe24nb,100,1432,female,NA,23,Czech,NA,university,3,1,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3P4Sv8wPYDL9LmG,100,12186,female,NA,21,Czech,NA,high school,2,-2,2,2,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2atSOvIjnQ0F1j8,100,1360,female,NA,22,Czech,NA,high school,2,0,-1,0,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3PY4HjLtD4jQ26x,100,3133,female,NA,25,Czech,NA,university,2,-2,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1FbHHjfvc92mNkT,100,3482,female,NA,20,Czech,NA,high school,2,-1,0,2,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_21yOXosdb4qjilX,100,1987,female,NA,20,Czech,NA,high school,0,0,2,0,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_28IOl1Y0rFL1KSd,100,1213,female,NA,20,Czech,NA,high school,2,1,1,2,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_O2T0yoCL7o727Ad,100,3075,female,NA,21,Czech,NA,high school,3,-1,-1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1lt4vy2BtOkEIym,100,2591,female,NA,21,Czech,NA,high school,2,0,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2vfgPJXFxJDSyLH,100,2196,female,NA,21,Czech,NA,high school,1,1,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2ea25DaqBp1qUpj,100,1971,female,NA,23,Czech,NA,university,2,-2,-1,-1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3K59v5tGJgW2cPD,100,1674,female,NA,22,Czech,NA,high school,1,0,0,0,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_WdNgnQkKCeAWNr3,100,2252,female,NA,22,Czech,NA,university,3,1,1,1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2cbIN44C96wLjL5,100,2520,female,NA,22,Czech,NA,high school,3,0,1,-2,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_0uqXbvma1ZEwVz3,100,1389,female,NA,21,Czech,NA,high school,2,-1,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1rBy5VhEJOgtjTe,100,2639,female,NA,19,Czech,NA,high school,3,0,2,0,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_SHSJhl3MY1Wn1YJ,100,2325,female,NA,20,Czech,NA,high school,3,-1,1,-1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3Ea1smKd6qpuhrX,100,2731,female,NA,29,Czech,NA,university,2,-1,-2,2,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1N2hnIOfjTZcity,100,8908,female,NA,23,Czech,NA,university,3,-2,-1,-2,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_wRBI0rML1VRn0pX,100,2793,female,NA,19,Czech,NA,university,2,-1,-1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_b8yh3yA1L3pPF8l,100,903,male,NA,20,Czech,NA,university,-3,1,1,-1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3D5AuQsAze7WbSS,100,2672,male,NA,20,Czech,NA,high school,-1,-1,-1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1k0Hjm7NLoeMfUm,100,1902,male,NA,21,Czech,NA,high school,0,-1,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1K9M3XojCRuuE2C,100,2187,female,NA,22,Czech,NA,high school,1,-1,1,-1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_RfDjmQr1L71vIdP,100,2585,female,NA,20,Czech,NA,high school,2,-1,1,0,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3Pv0u4CT45fYbm9,100,2184,female,NA,24,Czech,NA,high school,2,-2,0,1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1psWsZ5mIIF5qyU,100,2128,female,NA,21,Czech,NA,high school,1,-1,1,1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_RIaFByRoX0bWJSp,100,2227,female,NA,24,Czech,NA,high school,2,-3,2,2,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_2QhMLg681Enhty4,100,2199,female,NA,21,Czech,NA,high school,3,0,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3NypLfSosycqo1j,99,1244,female,NA,22,Czech,NA,high school,2,-1,0,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3J8zQmv8hErb4VR,100,2163,female,NA,22,Czech,NA,high school,2,-2,1,-1,mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1P00TjuggPEOQi8,100,2185,female,NA,22,Czech,NA,high school,2,-1,0,-1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1eEJ7srUede4WgO,100,3901,female,NA,25,Czech,NA,university,1,-1,1,1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3n89551l6WHr9cM,100,2202,female,NA,25,Czech,NA,university,2,0,-1,2,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1rCeO19kfcH8xMF,100,1759,female,NA,23,Czech,NA,university,3,0,-1,-1,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_27gmU6rCtjnteMF,100,2184,female,NA,23,Czech,NA,university,2,-2,2,-2,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_3HFeuWT1UyerrR8,100,1845,female,NA,20,Czech,NA,high school,1,-2,1,0,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_1qUuE8NfJbON4u4,100,1615,female,NA,20,Czech,NA,high school,3,1,1,-3,not_mobile,PRIMUS_multipic_04,NA,NA,NA,NA,NA,cz_colour,university
R_sNlxNRUmBWpXL8t,100,1603,female,NA,23,Czech,NA,high school,3,-1,1,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_5c2MnZDSWCriLkd,100,1938,female,NA,20,Czech,NA,high school,1,-2,-1,3,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_29iYtHr0s86Czw6,100,2044,female,NA,20,Czech,NA,high school,2,1,1,2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3CN7MuNs8e87ATw,100,2083,female,NA,20,Czech,NA,high school,2,-1,1,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_W83jKMl2dvJX2Wl,100,1994,female,NA,21,Czech,NA,high school,1,0,-1,-2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_ZmzLyfiquxaLvDb,100,1139,female,NA,21,Czech,NA,high school,3,1,1,1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2zBaA8eJivqprws,100,1552,female,NA,22,Czech,NA,university,2,-1,0,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1FEWCBi70cHFbcm,100,3087,female,NA,24,Czech,NA,university,3,1,2,-3,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2Eab3bLUYzOxh5e,100,5183,female,NA,25,Czech,NA,high school,3,0,2,2,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2S39s0t2ZIqGI4J,100,1782,female,NA,26,Czech,NA,university,2,2,0,-1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_UzOUjkMIKbkYvPH,100,1754,female,NA,22,Czech,NA,university,3,0,1,1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3EiokAQwGfDRQmv,100,2488,female,NA,21,Czech,NA,high school,2,-2,-1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2zTFzo4yT3DT8zq,100,2882,female,NA,21,Czech,NA,high school,2,-2,1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_szNn4XDSB2sSFQR,100,1774,female,NA,26,Czech,NA,high school,2,-2,-1,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_8JtmPUOAb62tJn3,100,3172,female,NA,20,Czech,NA,high school,2,0,1,-3,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1NCuDhIhRB5m7BQ,100,1865,female,NA,22,Czech,NA,high school,2,-1,1,0,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3fHlsLk5Zs6LndG,100,4508,female,NA,21,Czech,NA,high school,2,0,2,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_27BTBOePwMsXV5o,100,1225,female,NA,21,Czech,NA,high school,1,0,3,0,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1Q6lx3NIuQZggUf,100,4192,female,NA,21,Czech,NA,high school,2,-2,2,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2BqvWEQQgZ1CsE1,100,1438,female,NA,20,Czech,NA,high school,1,-1,2,1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_25tE5KcAgvCW0jn,100,3225,female,NA,21,Czech,NA,high school,3,-1,1,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_UnASAcG9mHWm8Zb,100,1740,female,NA,21,Czech,NA,high school,3,-1,-1,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1H2AtiH1mOXMYaB,100,2270,female,NA,26,Czech,NA,high school,2,-2,2,1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2VpSxMp6GW9EmOH,100,5767,female,NA,21,Czech,NA,high school,3,0,1,1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1cYqi1P4onuL3Dx,100,1260,male,NA,20,Czech,NA,high school,-2,-3,1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2ToPnhW2XdKIQzA,100,62478,female,NA,26,Czech,NA,university,3,0,1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1Ecax2aKB2UKLnQ,100,1985,female,NA,24,Czech,NA,university,1,-3,2,2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_DbOHx7Qb64w6Med,100,1316,female,NA,21,Czech,NA,high school,3,0,3,3,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1drYefAyuTgy6ZI,100,5925,female,NA,19,Czech,NA,high school,3,-3,3,2,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3hcjqW3z2IZKDPn,100,2665,female,NA,20,Czech,NA,high school,2,-1,0,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_ZCdgVPnFPRR7U7T,100,1760,non-binary,NA,23,Czech,NA,university,1,-2,-2,-1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1Olg0GZj2xSPj6X,100,2805,female,NA,22,Czech,NA,high school,2,0,1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2f9EAwn00mrnwyX,100,1693,male,NA,22,jiné (prosím upřesněte níže),"ukrajinština, čeština",high school,-3,-1,1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3fH0H9oDhpjsAVr,100,4038,female,NA,24,Czech,NA,university,2,1,1,2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2pMqpJb4UZn1qxG,100,16948,male,NA,21,Czech,NA,high school,-3,-2,3,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3MuOnlJmjC9YDOh,100,2072,male,NA,21,Czech,NA,high school,-2,-2,0,2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_BGuphtvJ0vs8Zmp,100,1553,female,NA,21,Czech,NA,high school,1,1,1,-2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3R48ewKrFBno9Hr,100,2396,female,NA,21,Czech,NA,high school,0,-1,3,1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1losaF6Wff4VgMN,100,11972,female,NA,24,Czech,NA,university,3,-1,-2,2,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1HdHSDteCdRt9oJ,100,2027,male,NA,20,Czech,NA,high school,-1,-2,1,0,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3NzdCWSEuJSUfGS,100,1534,non-binary,NA,21,Czech,NA,high school,0,-1,-1,3,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2R2CLGYOhnkYWDt,100,1776,female,NA,21,Czech,NA,high school,1,-2,1,2,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_3nT0FrMe07SIlCj,100,1266,female,NA,23,Czech,NA,university,3,0,1,-3,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_26msNcq0szWhPUQ,100,5661,female,NA,20,Czech,NA,high school,3,-1,-1,1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1lxGdgboDhH8Hlz,100,2895,female,NA,22,Czech,NA,high school,0,-1,1,-1,mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_2Bz08WsYUBRusn2,100,3171,male,NA,42,Czech,NA,high school,-1,-3,1,0,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1KkdzYh5i5C2XcL,100,1997,female,NA,22,Czech,NA,high school,0,-1,1,-1,not_mobile,PRIMUS_multipic_05,NA,NA,NA,NA,NA,cz_colour,university
R_1meFkxWPDNQwKzx,100,2501,female,NA,23,Czech,NA,high school,2,-1,1,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3RgdSP772KORP5q,100,2086,female,NA,21,Czech,NA,high school,3,1,-1,-1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3PI6QaTo2yrlWtH,100,2362,female,NA,19,Czech,NA,high school,0,0,-2,-1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1eIYdrb5j9Txjv2,100,1730,female,NA,20,Czech,NA,high school,3,0,2,0,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2tKt8PvSEua4AxP,100,1041,female,NA,21,Czech,NA,high school,2,-2,1,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_29mnD5HEtogPMgx,100,3087,male,NA,22,jiné (prosím upřesněte níže),Slovenčina,high school,-2,-2,0,1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1FfYIIsDoULQIlS,100,1446,female,NA,24,Czech,NA,university,2,-1,1,0,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_s7sJygJ80qNkx7r,100,2452,female,NA,23,Czech,NA,high school,3,2,3,0,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1FQIzItWqY7FGck,100,2215,female,NA,22,Czech,NA,high school,3,0,-1,-1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2pVrAFfczb64P3q,100,846,female,NA,20,Czech,NA,high school,1,-1,1,-1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2f3PW2ZHAnZ1xw7,100,5284,female,NA,38,Czech,NA,high school,2,0,2,1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2tM7dOiOOXUthhS,100,1983,female,NA,20,Czech,NA,high school,2,0,1,3,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2U5HvpHOUUccBz3,100,2995,female,NA,22,Czech,NA,high school,1,-2,1,-2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3qKjI10GmxZBvcd,100,1927,female,NA,21,Czech,NA,high school,1,-1,3,-3,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3nru3Thhu5oGV91,100,10977,male,NA,20,Czech,NA,high school,-3,1,-2,0,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2y1TetQWJuq9McX,100,17700,male,NA,23,Czech,NA,high school,-1,0,2,2,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1LIHVZHLQwaMNMq,100,1696,female,NA,21,Czech,NA,high school,2,0,-1,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2BeZaU766gKv3xw,100,2074,female,NA,23,Czech,NA,high school,3,-2,1,2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1P8jOvSFt6GisqN,100,24742,male,NA,21,Czech,NA,high school,-3,-1,3,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3ebiNDVvRjUO3SG,100,2356,female,NA,25,Czech,NA,university,3,0,1,3,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1FJJKpe8TrY3zrO,100,44213,female,NA,28,Czech,NA,university,2,-2,1,2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2Sv2SmLqZ0wpvuN,100,2301,female,NA,20,Czech,NA,high school,2,0,-1,3,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3L4OoOQbI91cOs3,100,1906,female,NA,27,Czech,NA,university,2,0,-1,-1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1E6uRNdMlT689Uk,100,5104,female,NA,20,Czech,NA,high school,2,-2,-1,1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2Ym6QqxFewySmqr,100,1975,female,NA,25,Czech,NA,university,3,2,1,0,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_30nQQ1RQn6RTZ4v,100,59639,female,NA,20,Czech,NA,high school,0,-2,0,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_125psMfp4tBdwhZ,100,2697,male,NA,23,Czech,NA,high school,-3,2,1,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_wRlwbvT33gzp6jD,100,1448,female,NA,22,Czech,NA,high school,3,0,-1,0,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_prTZiIqG2klKSUV,100,1369,female,NA,21,Czech,NA,high school,3,-2,0,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3hoLEqrkvnNiyc4,100,1543,female,NA,20,Czech,NA,high school,3,-1,1,2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_31ZaIehyPdRfK3w,100,1918,female,NA,22,Czech,NA,high school,2,0,-1,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3ERwkyPdpNWJJiu,100,2112,female,NA,19,Czech,NA,university,2,-1,1,1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2qDA0jrpM5XCXZc,100,1517,female,NA,21,Czech,NA,high school,1,-2,-1,1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_SOG81RA1vSEGnqF,100,3356,female,NA,20,Czech,NA,high school,2,-1,-2,-2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_2YEsHl00nstVSoC,100,3687,female,NA,21,Czech,NA,high school,2,-1,-1,3,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_32XWxtFjaecQLYw,99,1500,female,NA,43,Czech,NA,high school,3,2,1,2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_C9Ldo6Lls78XGPT,99,2831,female,NA,21,Czech,NA,high school,1,-2,0,2,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_22rmI2qDg18MpNp,100,1620,female,NA,21,jiné (prosím upřesněte níže),"slovenština, němčina, čeština",high school,2,-1,1,1,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_1CpGjlFx5b0Hpec,100,1879,female,NA,23,Czech,NA,high school,0,-1,0,1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_pud6533Zf0GGkeZ,100,3926,female,NA,24,Czech,NA,university,1,2,-1,-1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3k88DMte6yJu8uD,100,2519,female,NA,39,Czech,NA,university,2,-1,1,-1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3IZgSxewqQrny0q,100,2649,male,NA,24,Czech,NA,high school,-1,-2,-3,2,mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_BQVHpc2KhTwHroZ,100,1958,female,NA,19,Czech,NA,high school,1,0,-1,-1,not_mobile,PRIMUS_multipic_gray01,NA,NA,NA,NA,NA,cz_gray,university
R_3MJuPnRLP1kPFik,100,913,female,NA,22,Czech,NA,high school,3,0,2,0,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_1Qyk33sy7BxJn6z,100,1167,female,NA,19,Czech,NA,high school,3,0,1,3,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_1JCRMOb2jr2ieBp,100,1261,female,NA,20,Czech,NA,high school,2,0,2,0,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_3Mom8jFHrjF5LH3,100,1379,female,NA,19,jiné (prosím upřesněte níže),"čeština, francoužština",high school,1,-2,2,0,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_w4WMGHSJVhFCrcJ,100,1661,female,NA,20,Czech,NA,high school,0,3,-1,-1,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_O3u8URyobrd79CN,100,1426,female,NA,25,Czech,NA,high school,3,0,1,-1,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_80qoLRNmbtdXRrb,100,3083,male,NA,19,Czech,NA,high school,-1,-2,-2,3,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_OKhDdJQ9MOZUkwx,100,1961,male,NA,22,Czech,NA,high school,-3,0,-1,2,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_2uq8E5ssRauEBw1,100,2592,female,NA,23,Czech,NA,high school,2,-1,2,-2,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_AaprsaQefsMfjuF,100,1948,female,NA,42,Czech,NA,university,2,-1,3,-3,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_2xE3coihPJCNfhQ,100,2489,non-binary,NA,21,Czech,NA,high school,1,-3,-1,1,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_CfWDeHfYgpJDG1z,100,2811,female,NA,21,Czech,NA,high school,2,-1,1,-1,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_2VwKdE28mE3IJtc,100,1651,female,NA,22,Czech,NA,university,2,-2,-2,1,mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_2WOVnlsZefixNEV,100,2125,male,NA,22,Czech,NA,high school,-1,-1,0,1,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_1K3DKXaM8DqiycA,100,5253,female,NA,20,Czech,NA,high school,2,1,1,-2,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_8le3OljDzOVyEP7,100,9729,male,NA,20,Czech,NA,high school,-3,1,-2,-2,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_1pycWocjhMUkqJM,100,6209,female,NA,22,Czech,NA,high school,2,1,-1,-1,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_3qw0ehqEdVAtw2e,100,1919,male,NA,23,Czech,NA,university,-1,-1,-1,3,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_3oTH3kiOpW4QkaC,100,4379,male,NA,21,Czech,NA,high school,-3,-1,-1,3,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_UnEOxIoboPJI8o1,100,15860,male,NA,22,Czech,NA,high school,-2,-1,-2,1,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
R_1NDsE5HUQ6kuCum,100,2626,female,NA,23,Czech,NA,high school,2,0,-1,-1,not_mobile,PRIMUS_multipic_gray02,NA,NA,NA,NA,NA,cz_gray,university
