item,image,multiple,word_czech,word_english,grammatical_gender,animacy,language,version,pos,item_ID,source
záchranářka,NA,NA,záchranářka,rescuer (female),f,a,cz,words,noun,word_2549,sociolex
zahradnice,NA,NA,zahradnice,gardener (female),f,a,cz,words,noun,word_2557,sociolex
zahradník,NA,NA,zahradník,gardener (male),m,a,cz,words,noun,word_2559,sociolex
zástupce,NA,NA,zástupce,representative (male),m,a,cz,words,noun,word_2585,sociolex
zástupkyně,NA,NA,zástupkyně,representative (female),f,a,cz,words,noun,word_2586,sociolex
zdravotnice,NA,NA,zdravotnice,paramedic (female),f,a,cz,words,noun,word_2602,sociolex
zdravotník,NA,NA,zdravotník,paramedic (male),m,a,cz,words,noun,word_2603,sociolex
zednice,NA,NA,zednice,bricklayer (female),f,a,cz,words,noun,word_2608,sociolex
zedník,NA,NA,zedník,bricklayer (male),m,a,cz,words,noun,word_2609,sociolex
žid,NA,NA,žid,Jewish person (male),m,a,cz,words,noun,word_2624,sociolex
židovka,NA,NA,židovka,Jewish person (female),f,a,cz,words,noun,word_2625,sociolex
zlatokop,NA,NA,zlatokop,gold digger (male),m,a,cz,words,noun,word_2650,sociolex
zlatokopka,NA,NA,zlatokopka,gold digger (female),f,a,cz,words,noun,word_2651,sociolex
zpěvačka,NA,NA,zpěvačka,singer (female),f,a,cz,words,noun,word_2675,sociolex
zubařka,NA,NA,zubařka,dentist (female),f,a,cz,words,noun,word_2690,sociolex
Adam,NA,NA,Adam,Adam,m,a,cz,words,noun,word_2,sociolex
Adéla,NA,NA,Adéla,Adéla,f,a,cz,words,noun,word_3,sociolex
Adolf,NA,NA,Adolf,Adolf,m,a,cz,words,noun,word_5,sociolex
anděl,NA,NA,anděl,angel,m,a,cz,words,noun,word_31,sociolex
andulka,NA,NA,andulka,budgerigar,f,a,cz,words,noun,word_32,sociolex
babička,NA,NA,babička,grandmother,f,a,cz,words,noun,word_84,sociolex
batole,NA,NA,batole,toddler,n,a,cz,words,noun,word_106,sociolex
bohyně,NA,NA,bohyně,goddess,f,a,cz,words,noun,word_149,sociolex
Božena,NA,NA,Božena,Božena,f,a,cz,words,noun,word_160,sociolex
brácha,NA,NA,brácha,brother,m,a,cz,words,noun,word_161,sociolex
bratr,NA,NA,bratr,brother,m,a,cz,words,noun,word_170,sociolex
bůh,NA,NA,bůh,god,m,a,cz,words,noun,word_195,sociolex
býložravec,NA,NA,býložravec,herbivore,m,a,cz,words,noun,word_203,sociolex
červ,NA,NA,červ,worm,m,a,cz,words,noun,word_231,sociolex
chobotnice,NA,NA,chobotnice,octopus,f,a,cz,words,noun,word_264,sociolex
coura,NA,NA,coura,slut,f,a,cz,words,noun,word_308,sociolex
čubka,NA,NA,čubka,bitch,f,a,cz,words,noun,word_312,sociolex
čuně,NA,NA,čuně,pig,n,a,cz,words,noun,word_316,sociolex
čůrák,NA,NA,čůrák,dick (insult),m,a,cz,words,noun,word_317,sociolex
David,NA,NA,David,David,m,a,cz,words,noun,word_328,sociolex
dcera,NA,NA,dcera,daughter,f,a,cz,words,noun,word_329,sociolex
děda,NA,NA,děda,grandfather,m,a,cz,words,noun,word_337,sociolex
démon,NA,NA,démon,demon,m,a,cz,words,noun,word_347,sociolex
dylina,NA,NA,dylina,cow (insult),f,a,cz,words,noun,word_435,sociolex
Ema,NA,NA,Ema,Emma,f,a,cz,words,noun,word_453,sociolex
Filip,NA,NA,Filip,Filip,m,a,cz,words,noun,word_502,sociolex
František,NA,NA,František,František,m,a,cz,words,noun,word_523,sociolex
gay,NA,NA,gay,gay (homosexual),m,a,cz,words,noun,word_532,sociolex
guru,NA,NA,guru,guru,m,a,cz,words,noun,word_543,sociolex
holka,NA,NA,holka,girl,f,a,cz,words,noun,word_608,sociolex
homosexuál,NA,NA,homosexuál,homosexual person,m,a,cz,words,noun,word_611,sociolex
imám,NA,NA,imám,Imam,m,a,cz,words,noun,word_674,sociolex
Jaroslava,NA,NA,Jaroslava,Jaroslava,f,a,cz,words,noun,word_709,sociolex
jednorožec,NA,NA,jednorožec,unicorn,m,a,cz,words,noun,word_721,sociolex
jeptiška,NA,NA,jeptiška,nun,f,a,cz,words,noun,word_732,sociolex
Josef,NA,NA,Josef,Josef,m,a,cz,words,noun,word_750,sociolex
kapr,NA,NA,kapr,carp,m,a,cz,words,noun,word_768,sociolex
Karolína,NA,NA,Karolína,Karolína,f,a,cz,words,noun,word_773,sociolex
klíště,NA,NA,klíště,tick (bug),n,a,cz,words,noun,word_792,sociolex
kněžna,NA,NA,kněžna,princess,f,a,cz,words,noun,word_801,sociolex
kníže,NA,NA,kníže,prince,m,a,cz,words,noun,word_806,sociolex
kohout,NA,NA,kohout,cockerel,m,a,cz,words,noun,word_810,sociolex
komár,NA,NA,komár,mosquito,m,a,cz,words,noun,word_820,sociolex
kosatka,NA,NA,kosatka,killer whale,f,a,cz,words,noun,word_844,sociolex
kozy,NA,NA,kozy,goats,f,a,cz,words,noun,word_860,sociolex
křeček,NA,NA,křeček,hamster,m,a,cz,words,noun,word_877,sociolex
krtek,NA,NA,krtek,mole (animal),m,a,cz,words,noun,word_896,sociolex
kurva,NA,NA,kurva,whore,f,a,cz,words,noun,word_917,sociolex
laň,NA,NA,laň,deer,f,a,cz,words,noun,word_938,sociolex
Leopold,NA,NA,Leopold,Leopold,m,a,cz,words,noun,word_956,sociolex
lesba,NA,NA,lesba,lesbian (person),f,a,cz,words,noun,word_958,sociolex
lump,NA,NA,lump,scumbag,m,a,cz,words,noun,word_1011,sociolex
lvice,NA,NA,lvice,lioness,f,a,cz,words,noun,word_1013,sociolex
máma,NA,NA,máma,mum,f,a,cz,words,noun,word_1035,sociolex
mamlas,NA,NA,mamlas,loser (insult),m,a,cz,words,noun,word_1036,sociolex
manžel,NA,NA,manžel,husband,m,a,cz,words,noun,word_1042,sociolex
manželka,NA,NA,manželka,wife,f,a,cz,words,noun,word_1043,sociolex
Marta,NA,NA,Marta,Marta,f,a,cz,words,noun,word_1047,sociolex
masožravec,NA,NA,masožravec,carnivore,m,a,cz,words,noun,word_1057,sociolex
matka,NA,NA,matka,mother,f,a,cz,words,noun,word_1064,sociolex
mazlíček,NA,NA,mazlíček,pet (animal),m,a,cz,words,noun,word_1066,sociolex
medvědice,NA,NA,medvědice,bear,f,a,cz,words,noun,word_1076,sociolex
Milada,NA,NA,Milada,Milada,f,a,cz,words,noun,word_1100,sociolex
mnich,NA,NA,mnich,monk,m,a,cz,words,noun,word_1125,sociolex
mniška,NA,NA,mniška,nun,f,a,cz,words,noun,word_1126,sociolex
morče,NA,NA,morče,guinea pig,n,a,cz,words,noun,word_1151,sociolex
moula,NA,NA,moula,dork,m,a,cz,words,noun,word_1159,sociolex
neteř,NA,NA,neteř,niece,f,a,cz,words,noun,word_1266,sociolex
otec,NA,NA,otec,father (dad),m,a,cz,words,noun,word_1399,sociolex
pitomec,NA,NA,pitomec,idiot,m,a,cz,words,noun,word_1485,sociolex
pokladní,NA,NA,pokladní,cashier,a,a,cz,words,noun,word_1540,sociolex
pošťačka,NA,NA,pošťačka,postwoman,f,a,cz,words,noun,word_1583,sociolex
princ,NA,NA,princ,prince,m,a,cz,words,noun,word_1667,sociolex
princezna,NA,NA,princezna,princess,f,a,cz,words,noun,word_1668,sociolex
přítel,NA,NA,přítel,boyfriend,m,a,cz,words,noun,word_1679,sociolex
přítelkyně,NA,NA,přítelkyně,girlfriend,f,a,cz,words,noun,word_1680,sociolex
průvodčí,NA,NA,průvodčí,transport conductor,a,a,cz,words,noun,word_1719,sociolex
pstruh,NA,NA,pstruh,trout,m,a,cz,words,noun,word_1723,sociolex
puštík,NA,NA,puštík,tawny owl,m,a,cz,words,noun,word_1742,sociolex
recepční,NA,NA,recepční,receptionist,a,a,cz,words,noun,word_1763,sociolex
Rudolf,NA,NA,Rudolf,Rudolf,m,a,cz,words,noun,word_1833,sociolex
rybářka,NA,NA,rybářka,fisherwoman,f,a,cz,words,noun,word_1848,sociolex
savec,NA,NA,savec,mammal,m,a,cz,words,noun,word_1872,sociolex
ségra,NA,NA,ségra,sister,f,a,cz,words,noun,word_1887,sociolex
sestra,NA,NA,sestra,sister,f,a,cz,words,noun,word_1898,sociolex
Šimon,NA,NA,Šimon,Šimon,m,a,cz,words,noun,word_1913,sociolex
škvor,NA,NA,škvor,earwig,m,a,cz,words,noun,word_1944,sociolex
snacha,NA,NA,snacha,daughter in law,f,a,cz,words,noun,word_1996,sociolex
Sofie,NA,NA,Sofie,Sofie,f,a,cz,words,noun,word_2011,sociolex
sojka,NA,NA,sojka,jay (bird),f,a,cz,words,noun,word_2013,sociolex
sráč,NA,NA,sráč,fucker,m,a,cz,words,noun,word_2066,sociolex
srna,NA,NA,srna,doe,f,a,cz,words,noun,word_2070,sociolex
strojvedoucí,NA,NA,strojvedoucí,train driver,a,a,cz,words,noun,word_2126,sociolex
strýc,NA,NA,strýc,uncle,m,a,cz,words,noun,word_2128,sociolex
švagr,NA,NA,švagr,brother-in-law,m,a,cz,words,noun,word_2142,sociolex
švagrová,NA,NA,švagrová,sister-in-law,f,a,cz,words,noun,word_2143,sociolex
svině,NA,NA,svině,swine,f,a,cz,words,noun,word_2157,sociolex
syn,NA,NA,syn,son,m,a,cz,words,noun,word_2165,sociolex
synovec,NA,NA,synovec,nephew,m,a,cz,words,noun,word_2167,sociolex
tarantule,NA,NA,tarantule,tarantula,f,a,cz,words,noun,word_2184,sociolex
táta,NA,NA,táta,dad,m,a,cz,words,noun,word_2185,sociolex
tchán,NA,NA,tchán,father-in-law,m,a,cz,words,noun,word_2189,sociolex
tchoř,NA,NA,tchoř,weasel (animal),m,a,cz,words,noun,word_2190,sociolex
tchýně,NA,NA,tchýně,mother-in-law,f,a,cz,words,noun,word_2191,sociolex
Teodor,NA,NA,Teodor,Teodor,m,a,cz,words,noun,word_2206,sociolex
teta,NA,NA,teta,aunt,f,a,cz,words,noun,word_2226,sociolex
účetní,NA,NA,účetní,accountant,a,a,cz,words,noun,word_2287,sociolex
vedoucí,NA,NA,vedoucí,company leader,a,a,cz,words,noun,word_2384,sociolex
Věra,NA,NA,Věra,Věra,f,a,cz,words,noun,word_2401,sociolex
veš,NA,NA,veš,louse,f,a,cz,words,noun,word_2410,sociolex
Viktorie,NA,NA,Viktorie,Viktorie,f,a,cz,words,noun,word_2428,sociolex
Vladimír,NA,NA,Vladimír,Vladimír,m,a,cz,words,noun,word_2440,sociolex
vnučka,NA,NA,vnučka,granddaughter,f,a,cz,words,noun,word_2457,sociolex
vnuk,NA,NA,vnuk,grandson,m,a,cz,words,noun,word_2458,sociolex
všežravec,NA,NA,všežravec,omnivore,m,a,cz,words,noun,word_2482,sociolex
vůl,NA,NA,vůl,asshole,m,a,cz,words,noun,word_2487,sociolex
zeť,NA,NA,zeť,son-in-law,m,a,cz,words,noun,word_2622,sociolex
zlosyn,NA,NA,zlosyn,villain,m,a,cz,words,noun,word_2657,sociolex
zmije,NA,NA,zmije,viper,f,a,cz,words,noun,word_2663,sociolex
zmrd,NA,NA,zmrd,motherfucker,m,a,cz,words,noun,word_2665,sociolex
zvíře,NA,NA,zvíře,animal,n,a,cz,words,noun,word_2696,sociolex
ADHD,NA,NA,ADHD,ADHD,m,i,cz,words,noun,word_4,sociolex
aerobik,NA,NA,aerobik,aerobics,m,i,cz,words,noun,word_6,sociolex
Afghanistán,NA,NA,Afghanistán,Afghanistan,m,i,cz,words,noun,word_7,sociolex
Afrika,NA,NA,Afrika,Africa,f,i,cz,words,noun,word_8,sociolex
agresivita,NA,NA,agresivita,aggression,f,i,cz,words,noun,word_9,sociolex
aids,NA,NA,aids,AIDS,m,i,cz,words,noun,word_11,sociolex
akademie,NA,NA,akademie,academy,f,i,cz,words,noun,word_12,sociolex
akát,NA,NA,akát,acacia,m,i,cz,words,noun,word_13,sociolex
akné,NA,NA,akné,acne,f,i,cz,words,noun,word_14,sociolex
aktivismus,NA,NA,aktivismus,activism,m,i,cz,words,noun,word_15,sociolex
akupunktura,NA,NA,akupunktura,acupuncture,f,i,cz,words,noun,word_17,sociolex
alergie,NA,NA,alergie,allergy,f,i,cz,words,noun,word_19,sociolex
alkohol,NA,NA,alkohol,alcohol,m,i,cz,words,noun,word_20,sociolex
altruismus,NA,NA,altruismus,altruism,m,i,cz,words,noun,word_23,sociolex
alzheimer,NA,NA,alzheimer,Alzheimer's,m,i,cz,words,noun,word_26,sociolex
anarchie,NA,NA,anarchie,anarchy,f,i,cz,words,noun,word_30,sociolex
angličtina,NA,NA,angličtina,English (language),f,i,cz,words,noun,word_35,sociolex
angrešt,NA,NA,angrešt,gooseberry,m,i,cz,words,noun,word_36,sociolex
Antarktida,NA,NA,Antarktida,Antarctica,f,i,cz,words,noun,word_37,sociolex
antikoncepce,NA,NA,antikoncepce,contraception,f,i,cz,words,noun,word_38,sociolex
antisemitismus,NA,NA,antisemitismus,anti-Semitism,m,i,cz,words,noun,word_39,sociolex
apatie,NA,NA,apatie,apathy,f,i,cz,words,noun,word_40,sociolex
arašíd,NA,NA,arašíd,peanut,m,i,cz,words,noun,word_41,sociolex
archeologie,NA,NA,archeologie,archeology,f,i,cz,words,noun,word_42,sociolex
architektura,NA,NA,architektura,architecture,f,i,cz,words,noun,word_45,sociolex
Argentina,NA,NA,Argentina,Argentina,f,i,cz,words,noun,word_46,sociolex
Arktida,NA,NA,Arktida,The Arctic,f,i,cz,words,noun,word_47,sociolex
arkýř,NA,NA,arkýř,bay window,m,i,cz,words,noun,word_48,sociolex
armáda,NA,NA,armáda,army,f,i,cz,words,noun,word_49,sociolex
artróza,NA,NA,artróza,arthritis,f,i,cz,words,noun,word_51,sociolex
Asie,NA,NA,Asie,Asia,f,i,cz,words,noun,word_55,sociolex
astronomie,NA,NA,astronomie,astronomy,f,i,cz,words,noun,word_60,sociolex
ateismus,NA,NA,ateismus,atheism,m,i,cz,words,noun,word_61,sociolex
atletika,NA,NA,atletika,athletics,f,i,cz,words,noun,word_65,sociolex
atomovka,NA,NA,atomovka,atom bomb,f,i,cz,words,noun,word_67,sociolex
Austrálie,NA,NA,Austrálie,Australia,f,i,cz,words,noun,word_68,sociolex
autíčko,NA,NA,autíčko,toy car,n,i,cz,words,noun,word_69,sociolex
autismus,NA,NA,autismus,autism,m,i,cz,words,noun,word_70,sociolex
autorita,NA,NA,autorita,authority,f,i,cz,words,noun,word_76,sociolex
azyl,NA,NA,azyl,asylum,m,i,cz,words,noun,word_81,sociolex
balet,NA,NA,balet,ballet,m,i,cz,words,noun,word_88,sociolex
bambus,NA,NA,bambus,bamboo,m,i,cz,words,noun,word_89,sociolex
banka,NA,NA,banka,bank,f,i,cz,words,noun,word_90,sociolex
bar,NA,NA,bar,bar,m,i,cz,words,noun,word_91,sociolex
baret,NA,NA,baret,beret,m,i,cz,words,noun,word_92,sociolex
baroko,NA,NA,baroko,baroque,n,i,cz,words,noun,word_97,sociolex
barva,NA,NA,barva,colour,f,i,cz,words,noun,word_98,sociolex
báseň,NA,NA,báseň,poem,f,i,cz,words,noun,word_99,sociolex
basketbal,NA,NA,basketbal,basketball,m,i,cz,words,noun,word_100,sociolex
bázlivost,NA,NA,bázlivost,shyness,f,i,cz,words,noun,word_108,sociolex
beďar,NA,NA,beďar,pimple,m,i,cz,words,noun,word_109,sociolex
bedla,NA,NA,bedla,mushroom (food),f,i,cz,words,noun,word_110,sociolex
beletrie,NA,NA,beletrie,fiction,f,i,cz,words,noun,word_112,sociolex
Bělorusko,NA,NA,Bělorusko,Belarus,n,i,cz,words,noun,word_113,sociolex
Berlín,NA,NA,Berlín,Berlin,m,i,cz,words,noun,word_114,sociolex
běžkování,NA,NA,běžkování,cross-country skiing,n,i,cz,words,noun,word_120,sociolex
biologie,NA,NA,biologie,biology,f,i,cz,words,noun,word_132,sociolex
blbost,NA,NA,blbost,crap,f,i,cz,words,noun,word_139,sociolex
blog,NA,NA,blog,blog,m,i,cz,words,noun,word_141,sociolex
blůza,NA,NA,blůza,blouse,f,i,cz,words,noun,word_145,sociolex
bolest,NA,NA,bolest,pain,f,i,cz,words,noun,word_153,sociolex
borovice,NA,NA,borovice,pine (tree/wood),f,i,cz,words,noun,word_155,sociolex
bramborák,NA,NA,bramborák,potato pancakes,m,i,cz,words,noun,word_164,sociolex
Bratislava,NA,NA,Bratislava,Bratislava,f,i,cz,words,noun,word_169,sociolex
Brazílie,NA,NA,Brazílie,Brazil,f,i,cz,words,noun,word_172,sociolex
breakdance,NA,NA,breakdance,breakdance,m,i,cz,words,noun,word_173,sociolex
břicho,NA,NA,břicho,belly,n,i,cz,words,noun,word_175,sociolex
bříza,NA,NA,bříza,birch,f,i,cz,words,noun,word_178,sociolex
Brno,NA,NA,Brno,Brno,n,i,cz,words,noun,word_179,sociolex
broskvoň,NA,NA,broskvoň,peach tree,f,i,cz,words,noun,word_182,sociolex
Brusel,NA,NA,Brusel,Brussels,m,i,cz,words,noun,word_183,sociolex
buchta,NA,NA,buchta,cake,f,i,cz,words,noun,word_190,sociolex
buddhismus,NA,NA,buddhismus,buddhism,m,i,cz,words,noun,word_191,sociolex
budík,NA,NA,budík,alarm clock,m,i,cz,words,noun,word_194,sociolex
buk,NA,NA,buk,beech,m,i,cz,words,noun,word_196,sociolex
bunda,NA,NA,bunda,jacket,f,i,cz,words,noun,word_198,sociolex
buřt,NA,NA,buřt,sausage,m,i,cz,words,noun,word_199,sociolex
burza,NA,NA,burza,stock exchange,f,i,cz,words,noun,word_200,sociolex
byznys,NA,NA,byznys,business,m,i,cz,words,noun,word_205,sociolex
čaj,NA,NA,čaj,tea,m,i,cz,words,noun,word_206,sociolex
čajovna,NA,NA,čajovna,tearoom,f,i,cz,words,noun,word_207,sociolex
časopis,NA,NA,časopis,magazine (publication),m,i,cz,words,noun,word_208,sociolex
Čechy,NA,NA,Čechy,Bohemia,f,i,cz,words,noun,word_212,sociolex
cédéčko,NA,NA,cédéčko,CD,n,i,cz,words,noun,word_213,sociolex
celer,NA,NA,celer,celery,m,i,cz,words,noun,word_216,sociolex
čelo,NA,NA,čelo,forehead,n,i,cz,words,noun,word_217,sociolex
centralismus,NA,NA,centralismus,centralism,m,i,cz,words,noun,word_218,sociolex
centrum,NA,NA,centrum,centre,n,i,cz,words,noun,word_219,sociolex
čepice,NA,NA,čepice,hat,f,i,cz,words,noun,word_220,sociolex
České Budějovice,NA,NA,České Budějovice,České Budějovice,f,i,cz,words,noun,word_236,sociolex
Česko,NA,NA,Česko,Czech Republic,n,i,cz,words,noun,word_237,sociolex
Československo,NA,NA,Československo,Czechoslovakia,n,i,cz,words,noun,word_238,sociolex
cesta,NA,NA,cesta,way,f,i,cz,words,noun,word_239,sociolex
čeština,NA,NA,čeština,Czech (language),f,i,cz,words,noun,word_240,sociolex
chalupa,NA,NA,chalupa,cottage,f,i,cz,words,noun,word_243,sociolex
chamtivost,NA,NA,chamtivost,greed,f,i,cz,words,noun,word_244,sociolex
chat,NA,NA,chat,chat,m,i,cz,words,noun,word_248,sociolex
chata,NA,NA,chata,hut,f,i,cz,words,noun,word_249,sociolex
chemie,NA,NA,chemie,chemistry (science),f,i,cz,words,noun,word_252,sociolex
chilli,NA,NA,chilli,chilli,n,i,cz,words,noun,word_253,sociolex
chipsy,NA,NA,chipsy,chips,m,i,cz,words,noun,word_254,sociolex
chleba,NA,NA,chleba,bread,m,i,cz,words,noun,word_260,sociolex
chlup,NA,NA,chlup,hair,m,i,cz,words,noun,word_261,sociolex
Chorvatsko,NA,NA,Chorvatsko,Croatia,n,i,cz,words,noun,word_271,sociolex
chrám,NA,NA,chrám,temple (worship),m,i,cz,words,noun,word_273,sociolex
chřipka,NA,NA,chřipka,flu,f,i,cz,words,noun,word_275,sociolex
chryzantéma,NA,NA,chryzantéma,chrysanthemum,f,i,cz,words,noun,word_276,sociolex
chuť,NA,NA,chuť,taste,f,i,cz,words,noun,word_280,sociolex
Čína,NA,NA,Čína,China,f,i,cz,words,noun,word_288,sociolex
činohra,NA,NA,činohra,drama,f,i,cz,words,noun,word_289,sociolex
činžák,NA,NA,činžák,apartment building,m,i,cz,words,noun,word_290,sociolex
církev,NA,NA,církev,the Church (institution),f,i,cz,words,noun,word_291,sociolex
cirkus,NA,NA,cirkus,circus,m,i,cz,words,noun,word_292,sociolex
císařství,NA,NA,císařství,empire,n,i,cz,words,noun,word_293,sociolex
civilizace,NA,NA,civilizace,civilization,f,i,cz,words,noun,word_300,sociolex
cola,NA,NA,cola,cola,f,i,cz,words,noun,word_306,sociolex
country,NA,NA,country,country (music),f,i,cz,words,noun,word_307,sociolex
covid,NA,NA,covid,covid,m,i,cz,words,noun,word_309,sociolex
ctnost,NA,NA,ctnost,virtue,f,i,cz,words,noun,word_310,sociolex
cukr,NA,NA,cukr,sugar,m,i,cz,words,noun,word_313,sociolex
dabing,NA,NA,dabing,dubbing,m,i,cz,words,noun,word_321,sociolex
daň,NA,NA,daň,tax,f,i,cz,words,noun,word_322,sociolex
Dánsko,NA,NA,Dánsko,Denmark,n,i,cz,words,noun,word_323,sociolex
dechovka,NA,NA,dechovka,brass music,f,i,cz,words,noun,word_336,sociolex
dějepis,NA,NA,dějepis,history,m,i,cz,words,noun,word_340,sociolex
děloha,NA,NA,děloha,womb,f,i,cz,words,noun,word_344,sociolex
demence,NA,NA,demence,dementia,f,i,cz,words,noun,word_345,sociolex
demokracie,NA,NA,demokracie,democracy,f,i,cz,words,noun,word_346,sociolex
deodorant,NA,NA,deodorant,deodorant,m,i,cz,words,noun,word_351,sociolex
depilátor,NA,NA,depilátor,epilator,m,i,cz,words,noun,word_352,sociolex
deprese,NA,NA,deprese,depression,f,i,cz,words,noun,word_353,sociolex
děs,NA,NA,děs,dread,m,i,cz,words,noun,word_355,sociolex
detektivka,NA,NA,detektivka,detective story,f,i,cz,words,noun,word_359,sociolex
dětství,NA,NA,dětství,childhood,n,i,cz,words,noun,word_362,sociolex
deviace,NA,NA,deviace,deviation,f,i,cz,words,noun,word_363,sociolex
dezert,NA,NA,dezert,dessert,m,i,cz,words,noun,word_364,sociolex
dieta,NA,NA,dieta,diet,f,i,cz,words,noun,word_365,sociolex
diktatura,NA,NA,diktatura,dictatorship,f,i,cz,words,noun,word_367,sociolex
disketa,NA,NA,disketa,floppy disk,f,i,cz,words,noun,word_372,sociolex
diskont,NA,NA,diskont,discount retailer,m,i,cz,words,noun,word_373,sociolex
diskotéka,NA,NA,diskotéka,discotheque,f,i,cz,words,noun,word_374,sociolex
