item,image,multiple,word_czech,word_english,grammatical_gender,animacy,language,version,pos,item_ID,source
ohleduplná,NA,NA,ohleduplná,considerate,f,NA,cz,words,adjective,word_1345,sociolex
ohleduplný,NA,NA,ohleduplný,considerate,m,NA,cz,words,adjective,word_1346,sociolex
oholená,NA,NA,oholená,shaved,f,NA,cz,words,adjective,word_1347,sociolex
oholený,NA,NA,oholený,shaved,m,NA,cz,words,adjective,word_1348,sociolex
ohrožená,NA,NA,ohrožená,endangered,f,NA,cz,words,adjective,word_1349,sociolex
ohrožený,NA,NA,ohrožený,endangered,m,NA,cz,words,adjective,word_1350,sociolex
omezená,NA,NA,omezená,limited,f,NA,cz,words,adjective,word_1358,sociolex
omezený,NA,NA,omezený,limited,m,NA,cz,words,adjective,word_1359,sociolex
omezit,NA,NA,omezit,to limit,NA,NA,cz,words,verb,word_1360,sociolex
opálená,NA,NA,opálená,tanned,f,NA,cz,words,adjective,word_1361,sociolex
opálený,NA,NA,opálený,tanned,m,NA,cz,words,adjective,word_1362,sociolex
opatrná,NA,NA,opatrná,cautious,f,NA,cz,words,adjective,word_1364,sociolex
opatrný,NA,NA,opatrný,cautious,m,NA,cz,words,adjective,word_1365,sociolex
operovat,NA,NA,operovat,to operate,NA,NA,cz,words,verb,word_1370,sociolex
opilá,NA,NA,opilá,drunk,f,NA,cz,words,adjective,word_1371,sociolex
opilý,NA,NA,opilý,drunk,m,NA,cz,words,adjective,word_1372,sociolex
opisovat,NA,NA,opisovat,to copy,NA,NA,cz,words,verb,word_1373,sociolex
opozdilá,NA,NA,opozdilá,late,f,NA,cz,words,adjective,word_1374,sociolex
opozdilý,NA,NA,opozdilý,late,m,NA,cz,words,adjective,word_1375,sociolex
opravená,NA,NA,opravená,repaired,f,NA,cz,words,adjective,word_1378,sociolex
opravený,NA,NA,opravený,repaired,m,NA,cz,words,adjective,word_1379,sociolex
opravit,NA,NA,opravit,to repair,NA,NA,cz,words,verb,word_1380,sociolex
oranžová,NA,NA,oranžová,orange (colour),f,NA,cz,words,adjective,word_1381,sociolex
oranžový,NA,NA,oranžový,orange (colour),m,NA,cz,words,adjective,word_1382,sociolex
orat,NA,NA,orat,to plow,NA,NA,cz,words,verb,word_1383,sociolex
originální,NA,NA,originální,original,a,NA,cz,words,adjective,word_1385,sociolex
ortodoxní,NA,NA,ortodoxní,orthodox,a,NA,cz,words,adjective,word_1386,sociolex
osamělá,NA,NA,osamělá,lonely,f,NA,cz,words,adjective,word_1387,sociolex
osamělý,NA,NA,osamělý,lonely,m,NA,cz,words,adjective,word_1389,sociolex
ošklivá,NA,NA,ošklivá,ugly,f,NA,cz,words,adjective,word_1390,sociolex
ošklivý,NA,NA,ošklivý,ugly,m,NA,cz,words,adjective,word_1391,sociolex
ostrá,NA,NA,ostrá,sharp,f,NA,cz,words,adjective,word_1393,sociolex
ostrý,NA,NA,ostrý,sharp,m,NA,cz,words,adjective,word_1395,sociolex
osvěžující,NA,NA,osvěžující,refreshing,a,NA,cz,words,adjective,word_1396,sociolex
otevřená,NA,NA,otevřená,open,f,NA,cz,words,adjective,word_1400,sociolex
otevřený,NA,NA,otevřený,open,m,NA,cz,words,adjective,word_1401,sociolex
otevřít,NA,NA,otevřít,to open,NA,NA,cz,words,verb,word_1402,sociolex
otužilá,NA,NA,otužilá,hardy,f,NA,cz,words,adjective,word_1403,sociolex
otužilý,NA,NA,otužilý,hardy,m,NA,cz,words,adjective,word_1404,sociolex
ovládat,NA,NA,ovládat,to control,NA,NA,cz,words,verb,word_1406,sociolex
ovlivňovat,NA,NA,ovlivňovat,to influence,NA,NA,cz,words,verb,word_1407,sociolex
padat,NA,NA,padat,to fall,NA,NA,cz,words,verb,word_1409,sociolex
pálivá,NA,NA,pálivá,spicy,f,NA,cz,words,adjective,word_1410,sociolex
pálivý,NA,NA,pálivý,spicy,m,NA,cz,words,adjective,word_1411,sociolex
pamatovat,NA,NA,pamatovat,to remember,NA,NA,cz,words,verb,word_1413,sociolex
panovat,NA,NA,panovat,to reign,NA,NA,cz,words,verb,word_1421,sociolex
pasivní,NA,NA,pasivní,passive,a,NA,cz,words,adjective,word_1435,sociolex
patřit,NA,NA,patřit,to belong,NA,NA,cz,words,verb,word_1440,sociolex
pečlivá,NA,NA,pečlivá,careful,f,NA,cz,words,adjective,word_1443,sociolex
pečlivý,NA,NA,pečlivý,careful,m,NA,cz,words,adjective,word_1444,sociolex
péct,NA,NA,péct,to bake,NA,NA,cz,words,verb,word_1447,sociolex
perspektivní,NA,NA,perspektivní,perspective,a,NA,cz,words,adjective,word_1460,sociolex
pestrá,NA,NA,pestrá,multicoloured,f,NA,cz,words,adjective,word_1463,sociolex
pestrý,NA,NA,pestrý,multicoloured,m,NA,cz,words,adjective,word_1464,sociolex
pevná,NA,NA,pevná,solid,f,NA,cz,words,adjective,word_1465,sociolex
pevný,NA,NA,pevný,solid,m,NA,cz,words,adjective,word_1466,sociolex
pihatá,NA,NA,pihatá,freckled,f,NA,cz,words,adjective,word_1470,sociolex
pihatý,NA,NA,pihatý,freckled,m,NA,cz,words,adjective,word_1471,sociolex
pít,NA,NA,pít,to drink (liquid),NA,NA,cz,words,verb,word_1482,sociolex
pitomá,NA,NA,pitomá,stupid,f,NA,cz,words,adjective,word_1484,sociolex
pitomý,NA,NA,pitomý,stupid,m,NA,cz,words,adjective,word_1486,sociolex
plachá,NA,NA,plachá,shy,f,NA,cz,words,adjective,word_1489,sociolex
plachý,NA,NA,plachý,shy,m,NA,cz,words,adjective,word_1490,sociolex
plakat,NA,NA,plakat,to cry,NA,NA,cz,words,verb,word_1491,sociolex
plánovat,NA,NA,plánovat,to plan,NA,NA,cz,words,verb,word_1492,sociolex
plastová,NA,NA,plastová,plastic,f,NA,cz,words,adjective,word_1494,sociolex
plastový,NA,NA,plastový,plastic,m,NA,cz,words,adjective,word_1495,sociolex
plátěná,NA,NA,plátěná,canvas,f,NA,cz,words,adjective,word_1497,sociolex
plátěný,NA,NA,plátěný,canvas,m,NA,cz,words,adjective,word_1498,sociolex
platit,NA,NA,platit,to pay,NA,NA,cz,words,verb,word_1499,sociolex
platná,NA,NA,platná,valid,f,NA,cz,words,adjective,word_1500,sociolex
platný,NA,NA,platný,valid,m,NA,cz,words,adjective,word_1501,sociolex
plavat,NA,NA,plavat,to swim,NA,NA,cz,words,verb,word_1502,sociolex
plešatá,NA,NA,plešatá,bald,f,NA,cz,words,adjective,word_1506,sociolex
plešatý,NA,NA,plešatý,bald,m,NA,cz,words,adjective,word_1507,sociolex
plná,NA,NA,plná,full (quantity),f,NA,cz,words,adjective,word_1509,sociolex
plný,NA,NA,plný,full (quantity),m,NA,cz,words,adjective,word_1510,sociolex
pochopit,NA,NA,pochopit,to understand,NA,NA,cz,words,verb,word_1512,sociolex
počítat,NA,NA,počítat,to count,NA,NA,cz,words,verb,word_1515,sociolex
podařit se,NA,NA,podařit se,to do well,NA,NA,cz,words,verb,word_1516,sociolex
podílet se,NA,NA,podílet se,to participate,NA,NA,cz,words,verb,word_1518,sociolex
podnapilá,NA,NA,podnapilá,tipsy,f,NA,cz,words,adjective,word_1519,sociolex
podnapilý,NA,NA,podnapilý,tipsy,m,NA,cz,words,adjective,word_1520,sociolex
podporovat,NA,NA,podporovat,to support,NA,NA,cz,words,verb,word_1522,sociolex
podvádět,NA,NA,podvádět,to cheat,NA,NA,cz,words,verb,word_1526,sociolex
podviživená,NA,NA,podviživená,malnourished,f,NA,cz,words,adjective,word_1527,sociolex
podvodná,NA,NA,podvodná,fraudulent,f,NA,cz,words,adjective,word_1528,sociolex
podvodný,NA,NA,podvodný,fraudulent,m,NA,cz,words,adjective,word_1529,sociolex
podvyživený,NA,NA,podvyživený,malnourished,m,NA,cz,words,adjective,word_1530,sociolex
pohybovat se,NA,NA,pohybovat se,to move,NA,NA,cz,words,verb,word_1538,sociolex
pokroková,NA,NA,pokroková,progressive,f,NA,cz,words,adjective,word_1543,sociolex
pokrokový,NA,NA,pokrokový,progressive,m,NA,cz,words,adjective,word_1544,sociolex
pokusit se,NA,NA,pokusit se,to attempt,NA,NA,cz,words,verb,word_1545,sociolex
pomáhat,NA,NA,pomáhat,to help,NA,NA,cz,words,verb,word_1559,sociolex
pomalá,NA,NA,pomalá,slow,f,NA,cz,words,adjective,word_1560,sociolex
pomalý,NA,NA,pomalý,slow,m,NA,cz,words,adjective,word_1561,sociolex
pomlouvat,NA,NA,pomlouvat,to slander,NA,NA,cz,words,verb,word_1563,sociolex
poradit,NA,NA,poradit,to advise,NA,NA,cz,words,verb,word_1571,sociolex
pořádkumilovná,NA,NA,pořádkumilovná,tidy,f,NA,cz,words,adjective,word_1572,sociolex
pořádkumilovný,NA,NA,pořádkumilovný,tidy,m,NA,cz,words,adjective,word_1573,sociolex
posilovat,NA,NA,posilovat,to strengthen,NA,NA,cz,words,verb,word_1576,sociolex
poslední,NA,NA,poslední,last,a,NA,cz,words,adjective,word_1579,sociolex
poslouchat,NA,NA,poslouchat,to listen,NA,NA,cz,words,verb,word_1580,sociolex
poslušná,NA,NA,poslušná,obedient,f,NA,cz,words,adjective,word_1581,sociolex
poslušný,NA,NA,poslušný,obedient,m,NA,cz,words,adjective,word_1582,sociolex
postavit,NA,NA,postavit,to build,NA,NA,cz,words,verb,word_1585,sociolex
postižená,NA,NA,postižená,handicapped,f,NA,cz,words,adjective,word_1586,sociolex
postižený,NA,NA,postižený,handicapped,m,NA,cz,words,adjective,word_1587,sociolex
potřebovat,NA,NA,potřebovat,to need,NA,NA,cz,words,verb,word_1592,sociolex
poučovat,NA,NA,poučovat,to lecture,NA,NA,cz,words,verb,word_1593,sociolex
použít,NA,NA,použít,to use,NA,NA,cz,words,verb,word_1594,sociolex
povídat si,NA,NA,povídat si,to talk,NA,NA,cz,words,verb,word_1595,sociolex
povinná,NA,NA,povinná,compulsory,f,NA,cz,words,adjective,word_1597,sociolex
povinný,NA,NA,povinný,compulsory,m,NA,cz,words,adjective,word_1598,sociolex
povrchní,NA,NA,povrchní,shallow,a,NA,cz,words,adjective,word_1600,sociolex
požádat,NA,NA,požádat,to ask,NA,NA,cz,words,verb,word_1601,sociolex
pozdní,NA,NA,pozdní,late,a,NA,cz,words,adjective,word_1603,sociolex
pozitivní,NA,NA,pozitivní,positive,a,NA,cz,words,adjective,word_1604,sociolex
požitkářská,NA,NA,požitkářská,hedonistic,f,NA,cz,words,adjective,word_1605,sociolex
požitkářský,NA,NA,požitkářský,hedonistic,m,NA,cz,words,adjective,word_1606,sociolex
pozorná,NA,NA,pozorná,attentive,f,NA,cz,words,adjective,word_1607,sociolex
pozorný,NA,NA,pozorný,attentive,m,NA,cz,words,adjective,word_1608,sociolex
pozvat,NA,NA,pozvat,to invite,NA,NA,cz,words,verb,word_1609,sociolex
pracovat,NA,NA,pracovat,to work,NA,NA,cz,words,verb,word_1611,sociolex
pracovitá,NA,NA,pracovitá,hardworking,f,NA,cz,words,adjective,word_1612,sociolex
pracovitý,NA,NA,pracovitý,hardworking,m,NA,cz,words,adjective,word_1613,sociolex
praktická,NA,NA,praktická,practical,f,NA,cz,words,adjective,word_1616,sociolex
praktický,NA,NA,praktický,practical,m,NA,cz,words,adjective,word_1617,sociolex
praktikovat,NA,NA,praktikovat,to practice,NA,NA,cz,words,verb,word_1618,sociolex
přát,NA,NA,přát,to wish,NA,NA,cz,words,verb,word_1621,sociolex
prázdná,NA,NA,prázdná,empty,f,NA,cz,words,adjective,word_1629,sociolex
prázdný,NA,NA,prázdný,empty,m,NA,cz,words,adjective,word_1630,sociolex
prcat,NA,NA,prcat,to shag,NA,NA,cz,words,verb,word_1631,sociolex
prdět,NA,NA,prdět,to fart,NA,NA,cz,words,verb,word_1634,sociolex
předčasná,NA,NA,předčasná,premature,f,NA,cz,words,adjective,word_1635,sociolex
předčasný,NA,NA,předčasný,premature,m,NA,cz,words,adjective,word_1636,sociolex
přední,NA,NA,přední,front,a,NA,cz,words,adjective,word_1639,sociolex
překvapit,NA,NA,překvapit,to surprise,NA,NA,cz,words,verb,word_1643,sociolex
přeložená,NA,NA,přeložená,translated,f,NA,cz,words,adjective,word_1644,sociolex
přeložený,NA,NA,přeložený,translated,m,NA,cz,words,adjective,word_1645,sociolex
přemýšlet,NA,NA,přemýšlet,to think,NA,NA,cz,words,verb,word_1646,sociolex
přesná,NA,NA,přesná,accurate,f,NA,cz,words,adjective,word_1647,sociolex
přesný,NA,NA,přesný,accurate,m,NA,cz,words,adjective,word_1649,sociolex
přesvědčit,NA,NA,přesvědčit,to convince,NA,NA,cz,words,verb,word_1650,sociolex
přesvědčivá,NA,NA,přesvědčivá,convincing,f,NA,cz,words,adjective,word_1651,sociolex
přesvědčivý,NA,NA,přesvědčivý,convincing,m,NA,cz,words,adjective,word_1652,sociolex
přežít,NA,NA,přežít,to survive,NA,NA,cz,words,verb,word_1657,sociolex
přibližná,NA,NA,přibližná,approximate,f,NA,cz,words,adjective,word_1658,sociolex
přibližný,NA,NA,přibližný,approximate,m,NA,cz,words,adjective,word_1659,sociolex
přijít,NA,NA,přijít,to come,NA,NA,cz,words,verb,word_1662,sociolex
přijmout,NA,NA,přijmout,to accept,NA,NA,cz,words,verb,word_1663,sociolex
připálit,NA,NA,připálit,to set alight,NA,NA,cz,words,verb,word_1669,sociolex
připravovat,NA,NA,připravovat,to prepare,NA,NA,cz,words,verb,word_1670,sociolex
přírodní,NA,NA,přírodní,natural,a,NA,cz,words,adjective,word_1672,sociolex
přísná,NA,NA,přísná,strict,f,NA,cz,words,adjective,word_1673,sociolex
přísný,NA,NA,přísný,strict,m,NA,cz,words,adjective,word_1674,sociolex
přitažlivá,NA,NA,přitažlivá,attractive,f,NA,cz,words,adjective,word_1677,sociolex
přitažlivý,NA,NA,přitažlivý,attractive,m,NA,cz,words,adjective,word_1678,sociolex
přizpůsobivá,NA,NA,přizpůsobivá,adaptable,f,NA,cz,words,adjective,word_1681,sociolex
přizpůsobivý,NA,NA,přizpůsobivý,adaptable,m,NA,cz,words,adjective,word_1682,sociolex
procházet se,NA,NA,procházet se,to go through,NA,NA,cz,words,verb,word_1683,sociolex
prodávat,NA,NA,prodávat,to sell,NA,NA,cz,words,verb,word_1686,sociolex
produktivní,NA,NA,produktivní,productive,a,NA,cz,words,adjective,word_1687,sociolex
programovat,NA,NA,programovat,to program,NA,NA,cz,words,verb,word_1690,sociolex
prokrastinovat,NA,NA,prokrastinovat,to procrastinate,NA,NA,cz,words,verb,word_1694,sociolex
prosit,NA,NA,prosit,to plea,NA,NA,cz,words,verb,word_1696,sociolex
prošlá,NA,NA,prošlá,expired,f,NA,cz,words,adjective,word_1697,sociolex
proslulá,NA,NA,proslulá,famous,f,NA,cz,words,adjective,word_1698,sociolex
proslulý,NA,NA,proslulý,famous,m,NA,cz,words,adjective,word_1699,sociolex
prošlý,NA,NA,prošlý,expired,m,NA,cz,words,adjective,word_1700,sociolex
prostřední,NA,NA,prostřední,middle,a,NA,cz,words,adjective,word_1705,sociolex
protestovat,NA,NA,protestovat,to protest,NA,NA,cz,words,verb,word_1708,sociolex
provinční,NA,NA,provinční,provincial,a,NA,cz,words,adjective,word_1710,sociolex
průměrná,NA,NA,průměrná,average,f,NA,cz,words,adjective,word_1716,sociolex
průměrný,NA,NA,průměrný,average,m,NA,cz,words,adjective,word_1717,sociolex
první,NA,NA,první,first,a,NA,cz,words,adjective,word_1720,sociolex
psát,NA,NA,psát,to write,NA,NA,cz,words,verb,word_1721,sociolex
ptát se,NA,NA,ptát se,to inquire,NA,NA,cz,words,verb,word_1731,sociolex
působit,NA,NA,působit,to cause,NA,NA,cz,words,verb,word_1741,sociolex
původní,NA,NA,původní,original,a,NA,cz,words,adjective,word_1743,sociolex
pyšná,NA,NA,pyšná,proud,f,NA,cz,words,adjective,word_1744,sociolex
pyšný,NA,NA,pyšný,proud,m,NA,cz,words,adjective,word_1745,sociolex
racionální,NA,NA,racionální,rational,a,NA,cz,words,adjective,word_1748,sociolex
radikální,NA,NA,radikální,radical,a,NA,cz,words,adjective,word_1749,sociolex
relaxovat,NA,NA,relaxovat,to relax,NA,NA,cz,words,verb,word_1767,sociolex
řešit,NA,NA,řešit,to solve,NA,NA,cz,words,verb,word_1776,sociolex
řezat,NA,NA,řezat,to cut,NA,NA,cz,words,verb,word_1779,sociolex
říct,NA,NA,říct,to say,NA,NA,cz,words,verb,word_1784,sociolex
řídit,NA,NA,řídit,to drive,NA,NA,cz,words,verb,word_1787,sociolex
řídká,NA,NA,řídká,thin,f,NA,cz,words,adjective,word_1788,sociolex
řídký,NA,NA,řídký,thin,m,NA,cz,words,adjective,word_1789,sociolex
riskantní,NA,NA,riskantní,risky,a,NA,cz,words,adjective,word_1791,sociolex
romantická,NA,NA,romantická,romantic,f,NA,cz,words,adjective,word_1799,sociolex
romantický,NA,NA,romantický,romantic,m,NA,cz,words,adjective,word_1800,sociolex
rovná,NA,NA,rovná,straight (angle),f,NA,cz,words,adjective,word_1804,sociolex
rovný,NA,NA,rovný,straight (angle),m,NA,cz,words,adjective,word_1807,sociolex
rozbitá,NA,NA,rozbitá,broken,f,NA,cz,words,adjective,word_1808,sociolex
rozbitý,NA,NA,rozbitý,broken,m,NA,cz,words,adjective,word_1809,sociolex
rozdílná,NA,NA,rozdílná,different,f,NA,cz,words,adjective,word_1810,sociolex
rozdílný,NA,NA,rozdílný,different,m,NA,cz,words,adjective,word_1811,sociolex
rozdrtit,NA,NA,rozdrtit,to crush,NA,NA,cz,words,verb,word_1812,sociolex
rozhodná,NA,NA,rozhodná,decisive,f,NA,cz,words,adjective,word_1814,sociolex
rozhodný,NA,NA,rozhodný,decisive,m,NA,cz,words,adjective,word_1815,sociolex
rozhodovat,NA,NA,rozhodovat,to decide,NA,NA,cz,words,verb,word_1816,sociolex
rozmazlená,NA,NA,rozmazlená,spoiled,f,NA,cz,words,adjective,word_1818,sociolex
rozmazlený,NA,NA,rozmazlený,spoiled,m,NA,cz,words,adjective,word_1819,sociolex
rozporuplná,NA,NA,rozporuplná,contradictory,f,NA,cz,words,adjective,word_1820,sociolex
rozporuplný,NA,NA,rozporuplný,contradictory,m,NA,cz,words,adjective,word_1821,sociolex
roztomilá,NA,NA,roztomilá,cute,f,NA,cz,words,adjective,word_1822,sociolex
roztomilý,NA,NA,roztomilý,cute,m,NA,cz,words,adjective,word_1823,sociolex
rozumět,NA,NA,rozumět,to understand,NA,NA,cz,words,verb,word_1824,sociolex
rozvážná,NA,NA,rozvážná,prudent,f,NA,cz,words,adjective,word_1825,sociolex
rozvážný,NA,NA,rozvážný,prudent,m,NA,cz,words,adjective,word_1826,sociolex
rozvedená,NA,NA,rozvedená,divorced,f,NA,cz,words,adjective,word_1827,sociolex
rozvedený,NA,NA,rozvedený,divorced,m,NA,cz,words,adjective,word_1828,sociolex
ruční,NA,NA,ruční,manual,a,NA,cz,words,adjective,word_1831,sociolex
rudá,NA,NA,rudá,red,f,NA,cz,words,adjective,word_1832,sociolex
rudý,NA,NA,rudý,red,m,NA,cz,words,adjective,word_1834,sociolex
růžová,NA,NA,růžová,pink,f,NA,cz,words,adjective,word_1843,sociolex
růžový,NA,NA,růžový,pink,m,NA,cz,words,adjective,word_1844,sociolex
řvát,NA,NA,řvát,to scream,NA,NA,cz,words,verb,word_1845,sociolex
rychlá,NA,NA,rychlá,fast (quick),f,NA,cz,words,adjective,word_1850,sociolex
rychlý,NA,NA,rychlý,fast (quick),m,NA,cz,words,adjective,word_1851,sociolex
samotářská,NA,NA,samotářská,solitary,f,NA,cz,words,adjective,word_1861,sociolex
samotářský,NA,NA,samotářský,solitary,m,NA,cz,words,adjective,word_1862,sociolex
sangvinická,NA,NA,sangvinická,optimistic,f,NA,cz,words,adjective,word_1867,sociolex
sangvinický,NA,NA,sangvinický,optimistic,m,NA,cz,words,adjective,word_1868,sociolex
sát,NA,NA,sát,to suck (mouth),NA,NA,cz,words,verb,word_1870,sociolex
schovat,NA,NA,schovat,to hide,NA,NA,cz,words,verb,word_1875,sociolex
scrollovat,NA,NA,scrollovat,to scroll,NA,NA,cz,words,verb,word_1876,sociolex
šedá,NA,NA,šedá,grey,f,NA,cz,words,adjective,word_1878,sociolex
sedět,NA,NA,sedět,to sit,NA,NA,cz,words,verb,word_1879,sociolex
šedý,NA,NA,šedý,grey,m,NA,cz,words,adjective,word_1882,sociolex
servírovat,NA,NA,servírovat,to serve (food),NA,NA,cz,words,verb,word_1896,sociolex
setkat se,NA,NA,setkat se,to meet,NA,NA,cz,words,verb,word_1900,sociolex
sexy,NA,NA,sexy,sexy,a,NA,cz,words,adjective,word_1903,sociolex
šikmá,NA,NA,šikmá,oblique,f,NA,cz,words,adjective,word_1905,sociolex
šikmý,NA,NA,šikmý,oblique,m,NA,cz,words,adjective,word_1906,sociolex
šikovná,NA,NA,šikovná,handy,f,NA,cz,words,adjective,word_1907,sociolex
šikovný,NA,NA,šikovný,handy,m,NA,cz,words,adjective,word_1908,sociolex
šílená,NA,NA,šílená,crazy,f,NA,cz,words,adjective,word_1909,sociolex
šílený,NA,NA,šílený,crazy,m,NA,cz,words,adjective,word_1910,sociolex
silná,NA,NA,silná,strong,f,NA,cz,words,adjective,word_1911,sociolex
silný,NA,NA,silný,strong,m,NA,cz,words,adjective,word_1912,sociolex
single,NA,NA,single,single,a,NA,cz,words,adjective,word_1914,sociolex
široká,NA,NA,široká,wide,f,NA,cz,words,adjective,word_1915,sociolex
široký,NA,NA,široký,wide,m,NA,cz,words,adjective,word_1916,sociolex
šít,NA,NA,šít,to sew,NA,NA,cz,words,verb,word_1918,sociolex
sjezdovat,NA,NA,sjezdovat,to downhill ski,NA,NA,cz,words,verb,word_1920,sociolex
skákat,NA,NA,skákat,to jump,NA,NA,cz,words,verb,word_1921,sociolex
skeptická,NA,NA,skeptická,skeptical,f,NA,cz,words,adjective,word_1924,sociolex
skeptický,NA,NA,skeptický,skeptical,m,NA,cz,words,adjective,word_1925,sociolex
skleněná,NA,NA,skleněná,glass,f,NA,cz,words,adjective,word_1930,sociolex
skleněný,NA,NA,skleněný,glass,m,NA,cz,words,adjective,word_1931,sociolex
skončit,NA,NA,skončit,to end,NA,NA,cz,words,verb,word_1937,sociolex
škrábat,NA,NA,škrábat,to scratch,NA,NA,cz,words,verb,word_1938,sociolex
skromná,NA,NA,skromná,modest,f,NA,cz,words,adjective,word_1940,sociolex
skromný,NA,NA,skromný,modest,m,NA,cz,words,adjective,word_1941,sociolex
skutečná,NA,NA,skutečná,real,f,NA,cz,words,adjective,word_1942,sociolex
skutečný,NA,NA,skutečný,real,m,NA,cz,words,adjective,word_1943,sociolex
slabá,NA,NA,slabá,weak,f,NA,cz,words,adjective,word_1945,sociolex
slabý,NA,NA,slabý,weak,m,NA,cz,words,adjective,word_1946,sociolex
šlachovitá,NA,NA,šlachovitá,wiry,f,NA,cz,words,adjective,word_1947,sociolex
šlachovitý,NA,NA,šlachovitý,wiry,m,NA,cz,words,adjective,word_1948,sociolex
sladká,NA,NA,sladká,sweet,f,NA,cz,words,adjective,word_1949,sociolex
sladký,NA,NA,sladký,sweet,m,NA,cz,words,adjective,word_1951,sociolex
slaná,NA,NA,slaná,salty,f,NA,cz,words,adjective,word_1952,sociolex
slaný,NA,NA,slaný,salty,m,NA,cz,words,adjective,word_1953,sociolex
slavit,NA,NA,slavit,to celebrate,NA,NA,cz,words,verb,word_1954,sociolex
slepá,NA,NA,slepá,blind,f,NA,cz,words,adjective,word_1957,sociolex
slepý,NA,NA,slepý,blind,m,NA,cz,words,adjective,word_1959,sociolex
slibovat,NA,NA,slibovat,to promise,NA,NA,cz,words,verb,word_1964,sociolex
slizká,NA,NA,slizká,slimy,f,NA,cz,words,adjective,word_1966,sociolex
slizký,NA,NA,slizký,slimy,m,NA,cz,words,adjective,word_1967,sociolex
sloužit,NA,NA,sloužit,to serve (perform duties),NA,NA,cz,words,verb,word_1968,sociolex
slyšet,NA,NA,slyšet,to hear,NA,NA,cz,words,verb,word_1978,sociolex
smát se,NA,NA,smát se,to laugh,NA,NA,cz,words,verb,word_1979,sociolex
smažit,NA,NA,smažit,to fry,NA,NA,cz,words,verb,word_1980,sociolex
smradlavá,NA,NA,smradlavá,stinky,f,NA,cz,words,adjective,word_1984,sociolex
smradlavý,NA,NA,smradlavý,stinky,m,NA,cz,words,adjective,word_1985,sociolex
smrdět,NA,NA,smrdět,to stink,NA,NA,cz,words,verb,word_1986,sociolex
smrtelná,NA,NA,smrtelná,deadly,f,NA,cz,words,adjective,word_1989,sociolex
smrtelný,NA,NA,smrtelný,deadly,m,NA,cz,words,adjective,word_1990,sociolex
smutná,NA,NA,smutná,sad,f,NA,cz,words,adjective,word_1992,sociolex
smutný,NA,NA,smutný,sad,m,NA,cz,words,adjective,word_1993,sociolex
smyslná,NA,NA,smyslná,sensual,f,NA,cz,words,adjective,word_1994,sociolex
smyslný,NA,NA,smyslný,sensual,m,NA,cz,words,adjective,word_1995,sociolex
snášet,NA,NA,snášet,to tolerate,NA,NA,cz,words,verb,word_1997,sociolex
snažit se,NA,NA,snažit se,to endeavour,NA,NA,cz,words,verb,word_1998,sociolex
snobská,NA,NA,snobská,snobbish,f,NA,cz,words,adjective,word_2002,sociolex
snobský,NA,NA,snobský,snobbish,m,NA,cz,words,adjective,word_2003,sociolex
sobecká,NA,NA,sobecká,selfish,f,NA,cz,words,adjective,word_2005,sociolex
sobecký,NA,NA,sobecký,selfish,m,NA,cz,words,adjective,word_2006,sociolex
soucitná,NA,NA,soucitná,compassionate,f,NA,cz,words,adjective,word_2016,sociolex
soucitný,NA,NA,soucitný,compassionate,m,NA,cz,words,adjective,word_2017,sociolex
souhlasit,NA,NA,souhlasit,to agree,NA,NA,cz,words,verb,word_2021,sociolex
soukromá,NA,NA,soukromá,private,f,NA,cz,words,adjective,word_2022,sociolex
soukromý,NA,NA,soukromý,private,m,NA,cz,words,adjective,word_2023,sociolex
souložit,NA,NA,souložit,to have sex,NA,NA,cz,words,verb,word_2024,sociolex
soustředit se,NA,NA,soustředit se,to focus,NA,NA,cz,words,verb,word_2025,sociolex
souviset,NA,NA,souviset,to relate,NA,NA,cz,words,verb,word_2026,sociolex
spadnout,NA,NA,spadnout,to fall,NA,NA,cz,words,verb,word_2028,sociolex
spát,NA,NA,spát,to sleep,NA,NA,cz,words,verb,word_2033,sociolex
špatná,NA,NA,špatná,bad,f,NA,cz,words,adjective,word_2034,sociolex
špatný,NA,NA,špatný,bad,m,NA,cz,words,adjective,word_2035,sociolex
spěchat,NA,NA,spěchat,to hurry,NA,NA,cz,words,verb,word_2036,sociolex
špekatá,NA,NA,špekatá,fat,f,NA,cz,words,adjective,word_2037,sociolex
špekatý,NA,NA,špekatý,fat,m,NA,cz,words,adjective,word_2038,sociolex
špičatá,NA,NA,špičatá,pointed,f,NA,cz,words,adjective,word_2040,sociolex
špičatý,NA,NA,špičatý,pointed,m,NA,cz,words,adjective,word_2041,sociolex
špinavá,NA,NA,špinavá,dirty,f,NA,cz,words,adjective,word_2042,sociolex
špinavý,NA,NA,špinavý,dirty,m,NA,cz,words,adjective,word_2043,sociolex
šplhat,NA,NA,šplhat,to climb,NA,NA,cz,words,verb,word_2049,sociolex
spojovat,NA,NA,spojovat,to link,NA,NA,cz,words,verb,word_2050,sociolex
společenská,NA,NA,společenská,social,f,NA,cz,words,adjective,word_2052,sociolex
společenský,NA,NA,společenský,social,m,NA,cz,words,adjective,word_2053,sociolex
společná,NA,NA,společná,common,f,NA,cz,words,adjective,word_2054,sociolex
společný,NA,NA,společný,common,m,NA,cz,words,adjective,word_2056,sociolex
spolupracovat,NA,NA,spolupracovat,to cooperate,NA,NA,cz,words,verb,word_2057,sociolex
spontánní,NA,NA,spontánní,spontaneous,a,NA,cz,words,adjective,word_2058,sociolex
